Sales,Profit,Order Year
17.48,1.311,2017
16.4,4.756,2017
892.98,80.3682,2017
287.97,77.7519,2015
595.38,297.69,2015
12.96,6.2208,2015
4.95,1.3365,2015
181.95,38.2095,2017
13.52,6.2192,2015
259.7,106.477,2015
42.95,1.2885,2015
1399.93,601.9699,2015
503.96,125.99,2015
12.72,6.36,2014
11.52,5.6448,2014
316,31.6,2016
723.92,188.2192,2017
106.32,49.9704,2017
141.372,-14.1372,2016
27.216,9.8658,2015
390.75,171.93,2017
280.792,35.099,2017
68.448,7.7004,2017
88.04,6.603,2017
15.872,1.984,2017
215.592,-48.5082,2017
14.62,6.8714,2017
416.32,112.4064,2017
43,20.21,2017
182.94,27.441,2017
60.83,30.415,2017
389.97,132.5898,2017
194.32,56.3528,2015
265.93,63.8232,2017
94.74,44.5278,2015
60.64,27.8944,2015
76.3,38.15,2015
364.8,167.808,2015
79.872,29.952,2015
46.384,1.1596,2015
12.96,6.2208,2015
14.352,5.2026,2017
547.136,-68.392,2015
41.96,2.9372,2016
41.7,20.85,2016
277.4,133.152,2017
5.78,2.8322,2017
69.216,11.2476,2014
10.86,5.1042,2017
426.79,123.7691,2017
25.92,12.4416,2014
45.92,22.5008,2014
10.72,1.742,2014
41.86,10.465,2016
63.2,23.384,2014
113.97,27.3528,2014
123.552,-29.3436,2014
490.32,137.2896,2016
70.08,24.528,2016
1.272,-2.1624,2016
557.585,0,2016
9.024,3.1584,2017
69.456,22.5732,2017
10.86,5.3214,2017
79.47,22.2516,2017
10.08,5.04,2017
1552.831,200.9546,2015
137.24,46.3185,2015
36.51,15.6993,2015
239.976,80.9919,2015
1579.746,-447.5947,2014
1071.576,-553.6476,2014
613.908,-122.7816,2014
34.86,16.3842,2014
155.04,75.9696,2014
13.71,-10.054,2017
127.88,40.9216,2016
160.32,44.8896,2016
46,20.7,2016
120.712,-18.1068,2014
23.12,11.3288,2017
532.704,-26.6352,2016
4.912,0.307,2016
252,93.24,2017
60.288,-27.1296,2016
2.632,0.8225,2016
23.688,7.6986,2016
253.372,-14.4784,2016
5.67,0.1134,2017
76.776,-58.8616,2014
9.184,1.148,2014
32.75,15.065,2015
7.216,1.7138,2016
49.568,15.49,2016
54.712,11.6263,2016
176.04,45.7704,2017
16.02,4.4856,2017
185.92,62.748,2017
211.168,15.8376,2017
479.984,59.998,2017
7.86,3.6156,2015
24.448,8.8624,2015
6.48,3.1104,2015
41.86,20.5114,2015
1619.91,97.1946,2015
113.92,42.1504,2015
39.68,10.3168,2016
37.6,2.256,2015
59.9,23.96,2015
37,16.65,2015
5.76,2.8224,2017
16.68,4.3368,2017
628.81,12.5762,2017
56.45,14.677,2017
94.2,23.55,2017
28.4,13.348,2017
956.6648,-225.0976,2016
1115.91,200.8638,2017
128.744,-28.9674,2017
79.92,26.973,2017
24.2,7.986,2017
359.976,130.4913,2017
211.84,76.2624,2017
5.68,1.917,2014
7.52,2.632,2015
11.96,5.8604,2014
629.064,31.4532,2014
754.45,60.356,2016
301.96,60.392,2015
595,95.2,2017
79.872,29.952,2017
2396.4,179.73,2016
63.56,3.178,2017
99.99,43.9956,2017
230.376,-48.9549,2016
9.664,3.2616,2016
158.928,41.7186,2017
13.023,-10.4184,2017
273.06,-104.673,2017
39.312,12.7764,2017
1.344,-2.1504,2016
8.272,-13.6488,2016
12.544,-9.0944,2016
58.48,27.4856,2017
7.4,3.034,2017
366.786,65.2064,2014
54.368,4.0776,2017
33.96,16.98,2015
826.11,322.1829,2015
545.85,114.6285,2017
145.98,-99.2664,2014
35.808,12.5328,2014
7.904,2.1736,2017
345,86.25,2016
174.286,-19.9184,2016
662.84,172.3384,2016
95.1,30.432,2016
26.88,12.9024,2016
257.98,74.8142,2016
17.48,8.2156,2015
492.835,-14.081,2016
269.49,5.3898,2015
29.12,9.828,2016
18.75,9,2017
119.7,31.122,2017
9.144,3.0861,2017
57.06,18.2592,2017
71.6,13.604,2017
107.44,27.9344,2017
7.31,3.4357,2017
59.1,22.458,2017
46.53,12.0978,2017
97.84,25.4384,2017
29.97,13.4865,2015
98.352,34.4232,2015
83.92,29.372,2017
14.624,5.1184,2017
136.99,36.9873,2017
3.15,1.512,2017
9.11,4.0995,2017
571.44,165.7176,2017
32.4,15.552,2017
16.91,4.5657,2017
14.272,4.2816,2016
451.136,-67.6704,2016
64.864,6.4864,2016
217.584,-29.9178,2016
82.95,29.0325,2016
87.71,41.2237,2016
1101.48,429.5772,2016
1322.352,-99.1764,2017
5.46,1.4742,2014
11.184,0.8388,2017
153.584,-32.6366,2017
1003.62,0,2017
35.168,11.4296,2017
1137.75,250.305,2017
99.68,32.396,2017
5.56,1.4456,2017
85.52,22.2352,2015
9.84,2.6568,2015
20.04,9.6192,2015
631.96,303.3408,2015
23.92,10.764,2015
90.24,41.5104,2014
4548.81,1228.1787,2014
300.93,-34.392,2016
719.96,53.997,2016
647.84,32.392,2014
64.17,18.6093,2015
124.46,58.4962,2015
9.584,3.3544,2016
37.608,12.6927,2017
12.224,4.4312,2017
2.304,-3.5712,2017
9.36,-16.38,2017
7.38,3.4686,2016
53.72,15.0416,2014
8187.65,327.506,2014
77.92,34.2848,2014
32.784,-85.2384,2015
196.776,14.7582,2017
479.94,52.7934,2017
1117.92,55.896,2016
106.5,41.535,2015
45.66,-33.484,2017
95.968,1.1996,2016
47.992,-2.0568,2016
264.32,19.824,2014
604.656,204.0714,2014
129.93,12.993,2017
20.16,9.8784,2016
29.46,14.4354,2016
868.59,251.8911,2016
12.96,6.2208,2016
5.5,1.375,2016
121.6,55.936,2016
42.048,5.256,2015
25.488,4.4604,2015
6.9,-12.075,2015
9.648,-16.884,2015
7.968,2.8884,2015
10.368,3.6288,2014
114.2,52.532,2014
17.96,8.2616,2014
12.67,4.5612,2014
339.96,122.3856,2014
1801.632,-337.806,2017
46.32,18.0648,2015
181.986,-54.5958,2015
431.976,-100.7944,2015
155.37,-36.253,2015
1348.704,-219.1644,2015
700.152,78.7671,2015
111.888,22.3776,2016
143.952,14.3952,2014
173.94,13.9152,2016
14.76,6.9372,2016
205.92,2.0592,2017
102.833,-6.049,2017
2.304,0.2592,2015
1879.96,211.4955,2015
313.024,105.6456,2015
5.04,1.764,2015
821.88,213.6888,2017
21.96,10.7604,2017
25.92,12.4416,2016
705.544,70.5544,2016
50,12,2015
51.712,-32.32,2016
6.992,0.5244,2015
1406.86,140.686,2015
15.75,7.56,2015
323.1,61.389,2015
9.216,3.3408,2015
10.368,3.6288,2015
15.02,2.7036,2015
33.82,9.1314,2015
71,27.69,2017
25.12,7.85,2017
2665.62,239.9058,2017
478.08,133.8624,2017
164.388,-35.6174,2017
13.248,3.6432,2017
2.912,0.91,2017
1399.944,52.4979,2016
526.45,31.587,2017
16.23,7.9527,2014
319.9,156.751,2014
11.36,5.3392,2014
675.12,290.3016,2014
62.82,30.7818,2014
489.92,0,2014
19.44,9.3312,2014
16.68,8.34,2014
155.35,0,2014
12.42,4.4712,2014
187.98,52.6344,2014
6.608,2.1476,2015
248.57,67.1139,2017
22.23,9.7812,2017
5.98,1.0166,2016
246.168,21.5397,2016
14.136,-7.7748,2016
601.47,-300.735,2016
79.1,39.55,2017
327.84,157.3632,2017
180.96,81.432,2017
914.97,411.7365,2017
587.97,158.7519,2017
530.34,95.4612,2017
14.94,7.3206,2017
121.94,35.3626,2017
122.71,36.813,2017
14.94,7.0218,2016
1349.85,364.4595,2016
136.784,5.1294,2016
61.12,20.7808,2016
1.167,-0.8558,2014
16.99,4.9271,2016
24.672,0,2014
2.52,0.882,2014
1218.735,-121.8735,2014
5.904,1.9926,2014
15.696,5.1012,2014
6.096,-3.9624,2014
41.568,2.598,2016
230.28,23.028,2014
18.288,5.715,2014
5.78,2.7166,2017
121.68,38.025,2017
4.17,1.0842,2017
67.04,6.704,2017
37.32,10.4496,2017
18.45,8.6715,2017
25.92,12.4416,2014
11199.968,3919.9888,2017
2399.6,647.892,2017
63.9,28.755,2017
52.99,0.5299,2017
60.864,9.1296,2017
652.995,-935.9595,2017
11.22,-7.48,2017
14.94,7.0218,2015
39.96,17.1828,2018
42.624,4.2624,2018
220.96,24.858,2018
4.928,0.7392,2015
7.23,-5.784,2015
323.1,61.389,2015
19.04,9.3296,2018
13.128,4.2666,2018
64.14,16.6764,2018
858.24,143.04,2018
29.99,2.999,2015
186.048,67.4424,2016
36.792,4.1391,2016
18.624,6.2856,2016
57.69,23.6529,2014
42.81,20.1207,2014
12.96,6.2208,2014
821.88,213.6888,2014
104.85,28.3095,2014
424.9575,19.998,2016
10.776,3.5022,2017
11.784,4.2717,2017
164.88,80.7912,2017
1292.94,77.5764,2017
25.584,8.9544,2017
261.74,65.435,2017
14.4,7.056,2017
10.86,5.1042,2016
883.84,99.432,2015
1979.89,494.9725,2017
79.96,35.982,2017
8.76,4.2048,2017
3.984,1.2948,2016
370.62,-142.071,2016
2.742,-2.0108,2016
79.512,20.8719,2016
28.352,9.5688,2016
40.784,4.5882,2015
105.96,29.6688,2015
166.44,79.8912,2014
785.88,212.1876,2014
26.2,12.838,2014
1325.85,238.653,2014
166.44,79.8912,2017
8.76,0.7665,2017
43.584,4.3584,2017
11.088,-8.1312,2014
25.164,-16.776,2014
14.4,7.056,2017
619.95,111.591,2017
89.52,42.0744,2017
350.973,152.0883,2017
164.99,49.497,2017
312.552,101.5794,2017
95.952,29.985,2016
3.204,-2.4564,2016
3.98,-6.567,2016
15.7,7.065,2015
5.248,1.64,2014
5.346,-4.455,2017
15.48,5.6115,2016
108.576,8.1432,2016
109.9,37.366,2016
15.384,4.0383,2014
30.352,10.6232,2016
821.3,-16.426,2014
22638.48,-1811.0784,2014
21.376,7.4816,2014
8.016,1.002,2014
30.768,8.0766,2014
18.936,5.9175,2014
122.352,15.294,2014
116.28,56.9772,2014
132.6,17.238,2017
16.68,4.3368,2017
19.44,9.3312,2017
192.16,92.2368,2017
227.36,81.8496,2015
1919.976,215.9973,2015
12.828,-8.9796,2015
45.888,9.1776,2017
60.12,22.2444,2017
302.376,37.797,2014
13.9,5.56,2015
129.98,62.3904,2014
71.98,15.1158,2017
377.97,109.6113,2014
124.36,33.5772,2017
23.976,-14.3856,2014
8.376,2.7222,2014
58.24,5.096,2014
81.2,12.18,2016
14.45,6.7915,2014
95.648,31.0856,2014
359.97,-71.994,2017
350.352,-140.1408,2017
1.641,-1.3128,2017
629.958,94.4937,2017
6.63,1.7901,2017
799.96,343.9828,2017
107.53,21.506,2017
73.98,19.9746,2014
5.58,2.1762,2014
49.12,23.0864,2015
377.97,94.4925,2015
42.28,19.8716,2015
299.97,56.9943,2015
89.98,43.1904,2015
477.24,9.5448,2017
25.98,1.5588,2017
46.72,17.52,2016
35.34,13.4292,2014
257.64,100.4796,2015
125.976,47.241,2015
79.992,21.9978,2017
700.056,-130.0104,2014
27.168,-1.3584,2015
8.226,-6.0324,2015
585.552,73.194,2014
423.28,110.0528,2014
225.296,22.5296,2014
5.56,2.224,2015
323.37,129.348,2015
783.96,68.5965,2015
1447.65,419.8185,2015
11.96,5.8604,2015
239.97,71.991,2016
76.92,31.5372,2016
481.32,125.1432,2016
48.4,23.232,2014
0.99,0.4356,2017
101.84,36.917,2017
10.332,-7.5768,2017
31.155,-23.8855,2017
8.928,0.6696,2017
34.384,3.8682,2017
1924.16,312.676,2017
32.192,-80.48,2015
50.12,-0.6265,2015
47.976,1.7991,2015
54.5,14.17,2016
19.104,5.7312,2017
49.44,24.2256,2016
10.368,3.6288,2017
154.44,1.5444,2016
60.984,4.5738,2015
195.466,-13.7976,2015
23.68,6.216,2017
2.376,0.7425,2017
59.2,29.6,2017
22,9.68,2017
257.98,74.8142,2016
23.988,-15.992,2016
23.976,-15.5844,2016
601.536,0,2015
7.9,2.528,2015
58.36,-24.803,2014
16.464,1.4406,2014
39.96,-23.976,2014
25.96,7.5284,2014
36.27,10.881,2014
6.48,3.1104,2014
1075.088,94.0702,2014
438.368,38.3572,2014
18.088,6.5569,2014
308.499,-18.147,2014
13.36,4.1416,2017
39.96,18.7812,2017
145.85,70.008,2017
783.96,78.396,2016
7.88,1.773,2015
41.37,17.3754,2017
12.84,5.778,2015
25.68,11.556,2015
47.516,-2.0364,2015
9.42,0.471,2015
12.96,6.2208,2015
704.9,56.392,2015
561.568,28.0784,2015
179.82,84.5154,2015
185.58,76.0878,2015
214.11,36.3987,2015
999.96,229.9908,2015
653.55,111.1035,2015
114.6,51.57,2015
60.74,15.185,2015
124.36,27.3592,2015
1088.76,315.7404,2015
6.72,2.352,2016
298.776,7.4694,2016
302.376,22.6782,2016
8.928,0.558,2017
47.584,-2.974,2017
33.792,10.56,2014
300.5328,-97.2312,2014
2.724,-4.3584,2014
3.264,1.1016,2014
108.336,37.9176,2016
55.92,6.291,2016
78.304,29.364,2016
443.92,-94.333,2014
155.976,54.5916,2014
15.47,4.1769,2017
7.16,3.4368,2017
10.89,2.8314,2017
19.44,9.3312,2017
121.6,39.52,2017
695.7,-27.828,2016
120.33,31.2858,2015
1139.92,284.98,2014
229.544,83.2097,2017
143.728,-32.3388,2017
36.048,-0.9012,2017
845.488,-12.0784,2016
50.94,14.2632,2017
762.594,-1143.891,2017
56.28,15.7584,2017
2690.97,1264.7559,2017
7.434,-5.6994,2016
64.784,-12.9568,2016
28.16,13.2352,2017
14.98,6.8908,2016
20.32,6.9088,2016
40.29,10.4754,2017
20.23,9.5081,2017
1603.136,100.196,2016
225.296,22.5296,2016
67.8,4.068,2017
377.97,98.2722,2017
1628.82,374.6286,2017
286.93,140.5957,2017
20.736,7.2576,2017
31.44,8.4888,2017
83.79,22.6233,2017
59.52,15.4752,2017
31.92,9.2568,2017
14.72,-3.312,2016
38.976,-2.436,2016
17.088,1.068,2017
74.352,23.235,2014
314.352,-35.3646,2014
4.26,1.7466,2017
811.28,24.3384,2017
6.03,2.9547,2017
153.568,-5.7588,2016
1013.488,76.0116,2016
52.34,24.5998,2016
4.66,1.3514,2016
254.97,91.7892,2016
25.44,12.72,2016
27.93,8.0997,2016
8.85,-13.7175,2014
6.96,2.2272,2016
17.456,5.8914,2016
307.92,-34.641,2016
6.63,1.7901,2017
12.96,6.2208,2017
32.4,15.552,2017
23.85,10.7325,2017
51.96,12.99,2014
17.94,8.6112,2014
11.56,5.6644,2017
26.4,11.88,2017
69.08,29.0136,2017
35.88,10.0464,2017
49.65,20.853,2014
959.968,119.996,2016
408.422,-5.8346,2015
479.984,59.998,2015
12.6,6.048,2015
184.66,84.9436,2017
23.12,8.381,2016
37.464,12.1758,2016
539.658,-7.7094,2016
310.12,80.6312,2014
8.56,3.852,2017
52.4,14.148,2017
14.94,6.8724,2017
11.22,0.2244,2017
387.136,24.196,2015
41.4,19.458,2014
35,10.5,2014
39.552,14.3376,2014
135.72,35.2872,2015
12.56,5.652,2015
263.96,71.2692,2015
5.952,0.372,2017
15.8,2.37,2016
14.368,3.9512,2016
70.448,12.3284,2016
129.3,6.465,2017
3.882,-5.823,2015
6.08,3.04,2014
19.9,8.955,2014
70.71,4.9497,2014
18.84,7.9128,2017
8.64,2.5056,2017
1633.188,-1306.5504,2017
19.76,8.2992,2017
6.608,2.2302,2015
7.28,2.73,2015
144.784,10.8588,2015
156.792,13.7193,2016
431.976,26.9985,2016
35.89,16.1505,2016
47.208,15.3426,2016
248.08,116.5976,2016
189.7,89.159,2016
59.808,19.4376,2016
90.99,14.5584,2017
1526.56,427.4368,2017
368.97,40.5867,2017
305.01,76.2525,2017
18.7,7.106,2017
38.29,16.4647,2016
26.25,11.025,2017
64.96,22.736,2017
43.7,20.539,2017
41.6,13,2017
23.12,8.381,2017
113.888,9.9652,2017
113.568,-5.6784,2017
7.92,0.693,2017
671.984,50.3988,2017
39.99,11.5971,2016
191.646,31.941,2017
2.313,-1.9275,2017
19.936,7.2268,2015
45.92,21.5824,2015
20.34,9.3564,2017
39.28,19.2472,2017
81.568,9.1764,2017
97.184,6.074,2017
24.32,8.208,2017
18.96,7.584,2017
32.952,-19.7712,2014
30.016,3.0016,2014
499.584,43.7136,2017
31.104,10.8864,2017
13.272,-10.6176,2017
28.272,6.3612,2017
259.136,-51.8272,2017
10.8,5.184,2017
244.006,-31.3722,2015
15.936,5.3784,2015
188.552,-2.6936,2017
22.58,5.8708,2017
545.94,87.3504,2014
20.736,7.2576,2015
43.296,4.3296,2015
123.136,13.8528,2014
11.264,3.8016,2014
53.424,4.6746,2014
275.49,-170.8038,2014
24.96,6.24,2016
19.36,9.2928,2016
1267.65,152.118,2016
12.99,0.7794,2016
18.56,6.496,2016
449.15,8.983,2016
31.248,10.9368,2016
61.44,16.5888,2016
895.92,421.0824,2017
55.36,18.684,2016
55.92,6.291,2014
24.896,8.4024,2014
3.984,0.6474,2014
95.968,28.7904,2014
206.991,-172.4925,2014
44.416,3.8864,2014
9.006,-7.2048,2014
19,8.93,2015
33.376,10.43,2017
207.48,62.244,2016
91.68,45.84,2014
904.9,253.372,2017
34.272,11.1384,2014
191.82,74.8098,2016
243.88,27.4365,2016
12.03,-9.223,2017
2549.985,-3399.98,2017
21.594,-15.8356,2017
8.964,-6.5736,2017
20.736,7.2576,2017
344.22,-103.266,2015
727.296,-172.7328,2016
22.608,-10.1736,2016
666.4,-33.32,2016
5.04,0.2016,2015
92.94,41.823,2015
66.69,22.0077,2015
91.68,28.65,2015
327.7328,-14.4588,2017
52.272,17.6418,2015
17.94,8.073,2015
254.352,0,2017
8.288,2.6936,2014
504.9,80.784,2017
403.168,25.198,2016
194.32,31.0912,2015
25.99,7.5371,2015
195.136,-12.196,2016
20.736,7.2576,2017
53.7,10.203,2015
36.26,16.6796,2015
56.3,15.764,2015
32.4,15.552,2015
29.16,10.7892,2015
171.288,-6.4233,2017
16.72,3.344,2016
12.96,6.2208,2017
22.18,10.8682,2017
2054.272,256.784,2017
1022.97,-255.7425,2015
13.9,3.614,2017
26.38,12.1348,2017
43.176,13.4925,2014
411.8,70.006,2017
360,129.6,2017
41.96,2.9372,2017
227.84,66.0736,2017
37.94,18.2112,2017
517.9,134.654,2016
5.28,2.4288,2016
2799.96,874.9875,2015
8.96,4.3008,2017
31.5,15.12,2017
30.56,10.3904,2017
24.368,-3.3506,2017
119.976,22.4955,2016
26.88,9.744,2017
83.97,23.5116,2015
104.97,7.3479,2015
90.8,25.424,2017
140.736,49.2576,2017
214.95,88.1295,2017
45.36,21.7728,2017
288.24,138.3552,2017
663.936,82.992,2017
2934.33,792.2691,2014
124.41,14.9292,2014
57.75,26.565,2014
114.46,28.615,2016
120.666,18.4548,2015
342.864,38.5722,2014
16.74,-14.229,2014
981.372,-140.196,2014
31.84,10.5072,2014
12.96,6.2208,2017
43.176,15.1116,2017
58.34,28.0032,2017
539.97,134.9925,2017
3.928,1.3257,2014
252.784,-417.0936,2017
127.984,15.998,2017
3.984,-2.6892,2017
12.992,-32.48,2017
61,25.62,2017
671.93,188.1404,2017
447.86,219.4514,2016
479.95,129.5865,2016
166.44,79.8912,2016
31.68,2.772,2015
10.368,3.6288,2015
12.032,2.256,2015
5.768,-13.5548,2015
33.12,11.592,2017
220.2656,-42.1096,2017
10.776,3.5022,2017
242.352,9.0882,2017
695.16,34.758,2017
220.98,50.8254,2017
12.957,-9.5018,2016
25.68,11.556,2017
15.712,5.6956,2016
298.464,26.1156,2017
21.93,10.0878,2016
242.94,4.8588,2016
7.64,3.7436,2016
51.84,25.4016,2016
265.17,47.7306,2016
837.6,62.82,2016
135.9,63.873,2016
34.68,16.9932,2016
532.704,-39.9528,2016
43.1,11.206,2016
15.88,0.1588,2016
1123.92,-182.637,2015
249.584,31.198,2015
48.672,7.3008,2015
60.768,7.596,2015
78.6,-62.88,2015
3.768,-3.14,2015
1036.624,51.8312,2015
563.808,21.1428,2015
258.528,-47.3968,2017
49.12,23.0864,2017
44.46,14.6718,2014
241.568,18.1176,2014
395,39.5,2014
627.168,70.5564,2014
13.28,6.3744,2014
12.672,4.4352,2014
30.56,-45.84,2017
77.952,-15.5904,2017
67.992,8.499,2017
12.224,4.4312,2017
44.784,-0.5598,2017
22.848,-17.7072,2017
206.43,90.8292,2015
210.392,-336.6272,2014
119.96,35.988,2017
10.608,0.9282,2017
347.802,-24.843,2016
963.136,108.3528,2017
88.776,7.7679,2017
32.4,10.368,2014
32.4,15.552,2016
31.05,14.904,2014
2025.36,607.608,2015
1799.994,-2639.9912,2015
101.988,-16.998,2015
262.864,69.0018,2015
735.98,331.191,2017
93.024,33.7212,2014
284.364,-75.8304,2015
26,11.7,2015
67.64,5.9185,2016
119.976,-17.9964,2016
5.18,-8.029,2014
15.56,7.3132,2014
78.35,36.8245,2014
59.52,15.4752,2014
38.52,17.334,2014
239.984,23.9984,2014
19.35,9.4815,2014
67,32.16,2016
390.272,-24.392,2016
62.192,19.435,2016
23.88,11.2236,2017
3.168,-4.752,2016
528.43,0,2016
13.392,1.5066,2016
181.86,50.9208,2017
180.588,-240.784,2017
47.984,0.5998,2017
18.76,9.0048,2017
20.94,6.0726,2017
58.68,18.1908,2017
254.9,68.823,2017
9.64,4.4344,2017
826.62,355.4466,2017
1633.14,473.6106,2017
544.38,157.8702,2017
26.046,-44.2782,2014
74.352,26.9526,2014
69.93,32.1678,2017
3.75,1.8,2017
20.928,7.5864,2017
12.672,-3.168,2015
65.99,17.1574,2017
6.37,-9.555,2017
3.648,-6.0192,2014
31.104,10.8864,2014
23.34,0.2334,2016
29.97,14.0859,2017
3.366,-2.244,2015
95.968,9.5968,2014
18.704,2.338,2017
149.232,3.7308,2014
15.936,5.7768,2014
601.536,60.1536,2014
10.99,4.2861,2014
39.88,11.1664,2014
62.24,28.008,2014
53.2,14.896,2014
39.84,18.3264,2014
349.95,118.983,2016
377.928,141.723,2016
13.392,5.022,2017
11.228,-18.5262,2017
207.24,58.0272,2014
1.504,0.1692,2016
34.848,6.534,2016
75.18,35.3346,2017
149.97,52.4895,2014
931.176,314.2719,2017
430.88,124.9552,2017
94.85,45.528,2015
51.12,23.004,2015
90,32.4,2015
9.408,3.4104,2014
4.672,1.46,2014
318.4,107.46,2014
12.768,4.6284,2014
15.36,-3.264,2014
230.376,20.1579,2014
7.16,-0.0895,2014
375.34,18.767,2014
114.9,39.066,2017
26.046,-44.2782,2017
2.896,-4.7784,2017
32.544,-7.7292,2017
3.984,1.3944,2016
181.797,-15.5826,2016
44.94,12.5832,2016
45.576,15.9516,2016
318.43,-77.333,2016
122.92,46.095,2016
7.068,-2.8272,2016
56.45,14.677,2016
13.468,-22.8956,2017
219.8,24.7275,2017
317.058,-18.1176,2017
49.08,4.908,2017
324.9,38.988,2017
18.24,5.2896,2017
113.888,9.9652,2016
105.584,7.9188,2016
24.85,11.6795,2016
60.312,5.2773,2017
7.056,2.205,2017
27.184,2.0388,2017
107.984,9.4486,2016
19.296,6.03,2016
4.608,1.6704,2015
79.974,-29.3238,2016
2.946,-2.0622,2016
3.136,-4.704,2016
20.736,7.2576,2014
99.98,7.9984,2014
733.95,352.296,2014
241.44,72.432,2014
10.08,3.528,2016
281.904,10.5714,2014
201.432,67.9833,2014
135.98,33.995,2014
44.95,12.586,2014
2.97,1.3068,2014
6.54,2.6814,2014
7.92,3.4848,2015
203.92,22.941,2015
3359.952,1049.985,2017
18.24,9.12,2017
27.78,9.1674,2017
22.96,7.5768,2014
28.99,8.4071,2014
12.96,6.3504,2014
22.96,6.6584,2014
4164.05,83.281,2014
47.984,13.1956,2014
4.624,1.6762,2014
15.24,5.1816,2014
63.924,-46.8776,2014
6.56,1.9024,2017
13.11,3.4086,2017
494.376,49.4376,2015
29.2,9.855,2015
248.85,27.3735,2015
36.24,15.2208,2015
11.68,3.504,2016
11.91,0.1191,2014
3.48,1.1136,2014
30.96,-52.632,2014
1704.89,767.2005,2017
19.194,-12.796,2015
121.792,13.7016,2015
1919.976,215.9973,2017
50.997,-40.7976,2014
76.792,-16.3183,2014
539.964,-107.9928,2014
60.312,5.2773,2014
1.944,-1.4256,2014
12.984,4.7067,2014
217.584,19.0386,2014
328.776,28.7679,2014
2.286,-3.6576,2014
47.984,14.3952,2014
25.344,8.8704,2015
232.4,78.435,2016
86.45,38.038,2016
603.92,45.294,2014
81.98,40.1702,2014
271.764,48.3136,2017
14.376,4.8519,2017
341.96,-427.45,2017
181.35,48.9645,2015
8.64,4.2336,2015
43.512,3.8073,2014
662.88,74.574,2014
25.92,9.072,2014
68.94,20.682,2015
128.82,50.2398,2015
896.99,-1480.0335,2014
1.234,-1.9744,2014
67.56,6.756,2014
21.72,7.8735,2014
262.336,95.0968,2014
148.48,16.704,2014
241.176,15.0735,2014
227.976,28.497,2017
52.68,19.755,2017
2.032,-1.3208,2017
17.12,4.9648,2017
431.968,37.7972,2017
129.92,10.3936,2017
568.728,28.4364,2017
117.144,42.4647,2017
203.52,54.9504,2017
51.75,24.84,2017
122.97,60.2553,2016
244.615,20.967,2016
59.97,28.7856,2016
81.54,36.693,2016
11.68,5.256,2016
29,13.92,2016
50.8,13.208,2015
16.03,-25.648,2017
15.712,5.6956,2016
89.97,18.8937,2016
435.999,20.5176,2014
83.984,31.494,2014
359.98,93.5948,2014
70.56,-4.032,2014
20.88,9.6048,2014
3.81,1.8288,2014
73.008,26.4654,2017
3.208,-5.2932,2016
26.176,-3.272,2016
30.44,14.3068,2015
35.28,11.9952,2015
19.44,9.3312,2015
37.88,18.94,2015
9.552,-3.8208,2016
290.666,3.4196,2014
10.368,3.6288,2014
14.352,4.485,2014
141.96,41.1684,2015
66.048,23.1168,2015
1287.45,244.6155,2016
25.824,9.0384,2017
160.96,48.288,2017
28.44,11.376,2015
364.41,8.098,2015
39.96,10.3896,2015
361.764,68.3332,2015
111.672,6.9795,2016
13.776,-22.0416,2017
10.272,3.21,2017
24.048,7.2144,2017
2.896,0.9774,2017
17.94,8.7906,2015
384.174,29.8802,2015
1799.75,539.925,2015
580.672,65.3256,2017
18.936,5.9175,2017
222.384,16.6788,2017
50.454,-33.636,2017
154.764,-36.1116,2017
6.848,2.14,2017
1091.168,68.198,2014
219.168,-43.8336,2014
6.928,-11.0848,2014
40.032,15.012,2017
443.92,13.3176,2017
169.99,78.1954,2017
25.92,12.4416,2017
36.99,9.9873,2014
629.1,301.968,2014
193.95,9.6975,2014
5.46,1.4742,2014
22.288,-8.9152,2015
65.424,-52.3392,2017
77.88,3.894,2015
281.372,-12.0588,2014
281.372,-12.0588,2014
7.488,-5.2416,2014
22.336,7.8176,2014
10.368,3.6288,2017
65.79,30.2634,2016
271.984,88.3948,2016
11.76,3.1752,2016
77.52,37.9848,2016
48.64,15.808,2016
1.81,0.6516,2016
8.26,3.8822,2016
43.56,3.267,2015
5.84,0.73,2015
271.764,60.392,2015
262.24,78.672,2016
182.72,84.0512,2016
131.6,7.896,2016
22.72,7.384,2016
558.4,41.88,2016
15.24,6.858,2015
1408.1,394.268,2015
32.896,11.1024,2017
215.148,-103.9882,2017
30.96,11.223,2017
29.79,8.6391,2017
128.9,15.468,2017
60.12,28.8576,2017
24.816,8.3754,2017
14.976,5.4288,2017
15.08,-22.62,2015
24.288,-12.7512,2015
16.192,-8.5008,2017
251.006,-68.1302,2017
54.192,4.0644,2017
4.304,1.5602,2015
108.92,49.014,2014
16.74,8.37,2017
2504.74,626.185,2017
84.784,-16.9568,2016
29.9,5.083,2015
70.88,33.3136,2016
3.76,1.0904,2017
27.264,8.8608,2016
56.65,24.3595,2014
14.97,4.1916,2014
4.02,1.9698,2014
471.92,29.495,2014
58.72,27.0112,2015
5.16,0.8385,2015
16.496,5.5674,2016
71.976,19.7934,2017
22.512,2.2512,2017
3.444,-2.7552,2017
538.194,-412.6154,2017
47.984,14.3952,2017
492.768,55.4364,2017
286.79,74.5654,2015
5.08,1.651,2016
47.992,7.1988,2017
61.96,16.1096,2015
361.96,83.2508,2015
